identifier;title;coverDate;citedCount;subtypeDescription;openaccessFlag;authors;origin;used
85138138896;Design and implementation of an open-source urban mobility web service based on environmental quality and bicycle mobility data;2022-01-01;3.0;Conference Paper;False;Ander Eguiluz, Unai Hernandez-Jayo, Diego Casado-Mansilla, Diego Lopez-De-Ipina, Andoni Eguiluz Moran;ieee;True
85094824495;A Clean Air Journey Planner for pedestrians using high resolution near real time air quality data;2020-07-01;7.0;Conference Paper;False;Antti Nurminen, Avleen Malhi, Lasse Johansson, Kary Framling;ieee;True
85087924481;Apollon project: A massive online open lab for citizen science driven environmental monitoring;2020-04-01;3.0;Conference Paper;False;Antonella Longo, Mario A. Bochicchio, Marco Zappatore;ieee;True
85174387529;HealthAir: A Crowdsourcing mHealth Platform for Air Pollution Effects on Citizens Health Status;2023-01-01;2.0;Conference Paper;False;Ioannis Katsidimas, Sotiris Nikoletseas, Stefanos H. Panagiotou, Christina Spyropoulou;ieee;True
85215251198;Development of a Multi-Sensor Mobile Device for Urban Air Quality Monitoring at the Street Corner: The SMILE Project;2025-01-01;0.0;Article;True;Jonas Pellegrino, Hassen Aziza, Mathieu Guerin, Pascal Taranto, Wenceslas Rahajandraibe, Blaise Ravelo;ieee;True
85174241238;Pollution Runner: a Serious Game to Promote Awareness Towards Air Pollution;2023-01-01;2.0;Conference Paper;False;Mattia Fortunati, Antonella Galizia;ieee;True
85186524383;Breathing Green: Maximising Health and Environmental Benefits for Active Transportation Users Leveraging Large Scale Air Quality Data;2023-01-01;4.0;Conference Paper;False;Sen Yan, Shaoshu Zhu, Jaime B. Fernandez, Eric Arazo Sanchez, Yingqi Gu, Noel E. O'connor, David O'connor, Mingming Liu;ieee;True
85207044719;Towards an Integrated Smart City Platform: A Prototype for Enhancing Urban Services;2024-01-01;0.0;Conference Paper;False;Assis Tanji, Mohamed Essaaidi, Ghezlane Halhoul Merabet;ieee;True
85122994727;Real-time Route Planning using Mobile Air Pollution Detectors and Citizen Scientists;2021-01-01;2.0;Conference Paper;False;Richard O. Sinnott, Yuan Wang, Yiqun Wang;ieee;True
85172012036;Web-based 3D Smog Visualization for Air Pollution Analysis;2022-01-01;1.0;Conference Paper;False;Jordan Limperis, Felix Hamza-Lup, Weitian Tong;ieee;True
85145349941;Raising citizens and institutions awareness of environmental problems using smart sensing technologies;2022-01-01;0.0;Conference Paper;False;Andres Calandin Vega, Jose Giner Perez De Lucia, Jose Luis Poza-Lujan, Jose M. Cecilia, Carlos T. Calafate, Pietro Manzoni;ieee;True
85218027929;Peace Engineering - New Mexico Dashboard Case Study;2024-01-01;0.0;Conference Paper;False;Ramiro Jordan, Manel Martinez-Ramon, Donna Koechner, Norm Gaume, Sriram Thotakura, Peter Coha;ieee;True
85139392942;A Social Internet of Things Smart City Solution for Traffic and Pollution Monitoring in Cagliari;2023-02-01;43.0;Article;False;Mauro Fadda, Matteo Anedda, Roberto Girau, Giovanni Pau, Daniele D. Giusto;ieee;True
105001645826;Model-Driven Development of Web Augmenters for Facilitating Environmental Open Data Consumption;2025-01-01;0.0;Article;True;Paula Gonzalez-Martinez, Cesar Gonzalez-Mora, Irene Garrigos, Jose Norberto Mazon, Jose M. Cecilia;ieee;True
105018475633;Health-Aware Path Planning Using Environmental Data and Sequential Prediction Models for Asthma Management;2025-01-01;0.0;Conference Paper;False;Nada Ayman, Shaimaa Alaa, Ali Hamdi;ieee;True
85099743101;Streamlining Smart Cities to Create Safer Spaces;2020-10-28;4.0;Conference Paper;False;Randy Krauss, Matthew Vaysfeld, Murad Arslaner, Gregg Vesonder;ieee;True
105004872400;A paradigm shift: Low-cost sensors for effective air quality monitoring and management in developing countries;2025-06-01;4.0;Article;True;Muneeba Shabbir, Talha Saeed, Ahmad Saleem, Parkash Bhave, Mike Bergin, Muhammad Fahim Khokhar;science_direct;True
105014740872;Modeling nitrogen dioxide concentrations using citizen science data: The case of the Brussels-Capital Region;2025-12-01;0.0;Article;True;Patrick Bogaert, Noémie Huvelle, Axel Briffault, Olivier Brasseur;science_direct;True
105008586332;Key–value data collection with local differential privacy for urban air quality monitoring in crowdsensing;2025-09-01;0.0;Article;False;Yanming Fu, Haodong Lu, Jiayuan Chen, Binyang Luo;science_direct;True
105004039711;CyanoHABs and CAPs: assessing community-based monitoring of PM2.5 with regional sources of pollution in rural, northeastern North Carolina;2025-04-15;0.0;Article;True;Haley E. Plaas, Colleen Karl, Rachael Cogbill, Nicole Rosales-Garcia, Ashley H. Stoop, Lisa L. Satterwhite, Martine E. Mathieu-Campbell, Jennifer Richmond-Bryant, Hans W. Paerl, Douglas S. Hamilton;science_direct;True
85114806307;Tutorial: Guidelines for implementing low-cost sensor networks for aerosol monitoring;2022-01-01;63.0;Article;True;Naomi Zimmerman;science_direct;True
105005418966;Advancing participatory sensing and knowledge production methods for city air quality governance: Applying the Breathe London Community Programme model;2025-08-01;1.0;Article;True;Kayla Schulte, Andrew Grieve, Benjamin Barratt, Timothy Baker, Hima Coonjobeeharry, Mohammed Mead;science_direct;True
85214380457;Pathway to design a multiparameter application for environmental monitoring to contribute to citizen well-being;2024-06-01;1.0;Review;True;Jules Sekedoua Kouadio, Emeric Grandvaux, Anabelle Waksberg;science_direct;True
105001139275;A scalable framework for harmonizing, standardization, and correcting crowd-sourced low-cost sensor PM2.5 data across Europe;2025-04-01;4.0;Article;True;Amirhossein Hassani, Vasileios Salamalikis, Philipp Schneider, Kerstin Stebel, Núria Castell;science_direct;True
85089092141;A reusable & reconfigurable Citizen Observatory platform;2021-01-01;8.0;Article;False;Jesse Zaman, Kennedy Kambona, Wolfgang De Meuter;science_direct;True
85119916807;AirSensor v1.0: Enhancements to the open-source R package to enable deep understanding of the long-term performance and reliability of PurpleAir sensors;2022-02-01;14.0;Article;True;Ashley Collier-Oxandale, Brandon Feenstra, Vasileios Papapostolou, Andrea Polidori;science_direct;True
85139930068;Citizen science monitoring of air pollution: Challenges and experiences from the six iSCAPE living labs;2020-01-01;5.0;Book Chapter;False;Francesco Pilla, Katinka Schaaf, Lee Markham;science_direct;True
85142088540;The role of IoT in smart cities: Challenges of air quality mass sensor technology for sustainable solutions;2020-01-01;4.0;Book Chapter;False;Alok Pradhan, Bhuvan Unhelkar;science_direct;True
85115072004;Review of urban computing in air quality management as smart city service: An integrated IoT, AI, and cloud technology perspective;2021-09-01;168.0;Review;False;Akshara Kaginalkar, Shamita Kumar, Prashant Gargava, Dev Niyogi;science_direct;True
85218877006;Empowering communities: Advancements in air quality monitoring and citizen engagement;2025-03-01;5.0;Article;True;Hélder Relvas, Diogo Lopes, Jan Mateu Armengol;science_direct;True
85206475423;Pinpointing sources of pollution using citizen science and hyperlocal low-cost mobile source apportionment;2024-11-01;7.0;Article;True;Dimitrios Bousiotis, Seny Damayanti, Arunik Baruah, Alessandro Bigi, David C.S. Beddows, Roy M. Harrison, Francis D. Pope;science_direct;True
85207774542;Data fusion for enhancing urban air quality modeling using large-scale citizen science data;2024-12-01;5.0;Article;True;Anna C. O'Regan, Henrik Grythe, Stig Hellebust, Susana Lopez-Aparicio, Colin O'Dowd, Paul D. Hamer, Gabriela Sousa Santos, Marguerite M. Nyhan;science_direct;True
85182377800;Improving air pollution awareness of the general public through citizen science approach;2024-06-01;26.0;Article;True;K. V. Abhijith, Prashant Kumar, Hamid Omidvarborna, Ana Paula Mendes Emygdio, Ben McCallan, David Carpenter-Lomax;science_direct;True
85107114207;Large-scale citizen science provides high-resolution nitrogen dioxide values and health impact while enhancing community knowledge and collective action;2021-10-01;27.0;Article;True;Josep Perelló, Anna Cigarini, Julián Vicens, Isabelle Bonhoure, David Rojas-Rueda, Mark J. Nieuwenhuijsen, Marta Cirach, Carolyn Daher, Jaume Targa, Anna Ripoll;science_direct;True
85213328119;An approach for air quality monitor in the university workspaces;2024-01-01;0.0;Conference Paper;True;Anca Diana Bibiri, Liviu Andrei Scutelnicu;science_direct;True
85076286169;Crowd-sourced allergic rhinitis symptom data: The influence of environmental and demographic factors;2020-02-25;24.0;Article;False;Jeremy D. Silver, Kymble Spriggs, Simon Haberle, Constance H. Katelaris, Edward J. Newbigin, Edwin R. Lampugnani;science_direct;True
85150755422;CLEAN - Collaborative low-cost environmental and air-quality network;2023-05-01;6.0;Article;False;Fernando Campo, Davide Franco, Felipe de Campos Santos, Andy Blanco-Rodríguez, Alejandro Rafael Garcia-Ramirez, Gabriel Ratão, Leonardo Hoinaski;science_direct;True
85209657547;Supporting knowledge justice through community science air quality monitoring and a reciprocal reporting process;2024-12-01;1.0;Article;True;Valentina Serrano-Salomón, Marisa Westbrook, Noemy Pérez, Jay Pecenka, Aniya Khalili, Sumit Sankhyan, Shelly Miller, Shivakant Mishra, Esther Sullivan;science_direct;True
85071615346;A citizen science approach for enhancing public understanding of air pollution;2020-01-01;126.0;Article;False;Sachit Mahajan, Prashant Kumar, Janaina Antonino Pinto, Agnese Riccetti, Katinka Schaaf, Guillem Camprodon, Viktor Smári, Antonella Passani, Giuseppe Forino;science_direct;True
85179005476;Schools’ air quality monitoring for health and education: Methods and protocols of the SAMHE initiative and project;2023-12-01;18.0;Article;True;Lia Chatzidiakou, Rhys Archer, Victoria Beale, Sam Bland, Holly Carter, Claudia Castro-Faccetti, Hannah Edwards, Joshua Finneran, Sarkawt Hama, Roderic L. Jones, Prashant Kumar, Paul F. Linden, Nidhi Rawat, Katherine Roberts, Charles Symons, Carolanne Vouriot, Douglas Wang, Lucy Way, Sarah West, Dale Weston, Natalie Williams, Samuel Wood, Henry C. Burridge;science_direct;True
85153567489;Citizen-operated mobile low-cost sensors for urban PM2.5 monitoring: field calibration, uncertainty estimation, and application;2023-08-01;26.0;Article;True;Amirhossein Hassani, Núria Castell, Ågot K. Watne, Philipp Schneider;science_direct;True
85207286282;Democratizing air: A co-created citizen science approach to indoor air quality monitoring;2024-12-01;3.0;Article;True;Sachit Mahajan, Rosy Mondardini, Dirk Helbing;science_direct;True
85104947027;Comparative assessments and insights of data openness of 50 smart cities in air quality aspects;2021-06-01;56.0;Article;False;Hugo Wai Leung Mak, Yun Fat Lam;science_direct;True
85196152325;Towards integration of LOTOS-EUROS high resolution simulations and heterogenous low-cost sensor observations;2024-09-15;2.0;Article;True;Ioanna Skoulidou, Arjo Segers, Bas Henzing, Jun Zhang, Ruben Goudriaan, Maria Elissavet Koukouli, Dimitrios Balis;science_direct;True
85203819137;Implementation of an IoT architecture for promoting healthy air quality in 84 homes of families with children;2024-12-01;3.0;Article;True;Marta Fonseca Gabriel, Gonçalo Marques, David Filipe, Fátima Felgueiras, João Pedro Cardoso, Joana Azeredo, Giannis Kazdaridis, Polychronis Symeonidis, Stratos Keranidis, Peter Conradie, Isabel Azevedo, Filippos Anagnostopoulos;science_direct;True
85099794565;Estimating hourly PM2.5 concentrations at the neighborhood scale using a low-cost air sensor network: A Los Angeles case study;2021-04-01;76.0;Article;False;Yougeng Lu, Genevieve Giuliano, Rima Habre;science_direct;True
85122348896;Exploring the distributional environmental justice implications of an air quality monitoring network in Los Angeles County;2022-04-15;37.0;Article;False;Casey Mullen, Aaron Flores, Sara Grineski, Timothy Collins;science_direct;True
86000445492;Collaborative data innovation: developing a theoretical and empirical understanding of drivers, barriers and outcomes;2025-01-01;0.0;Article;False;Albert Meijer, Krista Ettlinger;science_direct;True
85090578172;The AirSensor open-source R-package and DataViewer web application for interpreting community data collected by low-cost sensor networks;2020-12-01;16.0;Article;True;Brandon Feenstra, Ashley Collier-Oxandale, Vasileios Papapostolou, David Cocker, Andrea Polidori;science_direct;True
85202895097;Crowdsourcing applications for monitoring the urban environment;2024-01-01;2.0;Book Chapter;False;Mariana Vallejo Velázquez, Antigoni Faka, Ourania Kounadi;science_direct;True
105021079912;Open sensing: An interactive online tool for environmental data collection, monitoring, analysis, and modelling for custom environmental sensor devices;2025-12-01;0.0;Article;True;Carlos Sandoval Olascoaga, Khoi Ngo, Dezeng Kong, Leonard Schrage;science_direct;True
85097873262;From Do-It-Yourself (DIY) to Do-It-Together (DIT): Reflections on designing a citizen-driven air quality monitoring framework in Taiwan;2021-03-01;52.0;Article;False;Sachit Mahajan, Cyuan Heng Luo, Dong Yi Wu, Ling Jyh Chen;science_direct;True
85143913348;A parent-school initiative to assess and predict air quality around a heavily trafficked school;2023-02-25;7.0;Article;True;Prashant Kumar, Hamid Omidvarborna, Runming Yao;science_direct;True
85212417350;Demonstrating multi-benefits of green infrastructure to schools through collaborative approach;2025-01-01;5.0;Article;True;K. V. Abhijith, Nidhi Rawat, Ana Paula Mendes Emygdio, Charlotte Le Den, Kate Collins, Paul Cartwright, Kate Alger, Ben McCallen, Prashant Kumar;science_direct;True
85109881954;“I am an air quality scientist”– Using citizen science to characterise school children's exposure to air pollution;2021-10-01;44.0;Article;False;Diana Varaden, Einar Leidland, Shanon Lim, Benjamin Barratt;science_direct;True
105018008852;Evolving trends in application of low-cost air quality sensor networks: challenges and future directions;2025-12-01;0.0;Review;True;Evangelos Bagkis, Amirhossein Hassani, Philipp Schneider, Priyanka DeSouza, Shobitha Shetty, Theodosios Kassandros, Vasileios Salamalikis, Núria Castell, Kostas Karatzas, Ajit Ahlawat, Jibran Khan;scopus;True
105017121596;Sensortoolkit—A Python Library for Standardizing the Ingestion, Analysis, and Reporting of Air Sensor Data for Performance Evaluation;2025-09-01;0.0;Article;True;Menaka Kumar, Samuel G. Frederick, Karoline K. Barkjohn, Andrea L. Clements;scopus;True
105002303070;Assessing the impact of traffic restriction interventions on school air quality: a citizen science-based modelling study;2025-07-15;1.0;Article;True;Luca Boniardi, Federica Nobile, Massimo Stafoggia, Paola Michelozzi, Carla Ancona;scopus;True
105012163410;From Data to Discussion: Interfaces for Collective Inquiry and Open-Ended Data Creation;2025-07-05;0.0;Conference Paper;True;David Hunter;scopus;True
105009015886;A Wearable Sensor Node for Measuring Air Quality Through Citizen Science Approach: Insights from the SOCIO-BEE Project;2025-06-01;0.0;Article;True;Nicole Morresi, Maite Puerta-Beldarrain, Diego López-de-Ipiña, Alex Barco, Oihane Gómez-Carmona, Carlos López-Gomollon, Diego Casado-Mansilla, Maria Kotzagianni, Sara Casaccia, Sergi Udina, Gian Marco Revel;scopus;True
105008907848;Immersive, Secure, and Collaborative Air Quality Monitoring;2025-06-01;0.0;Review;True;José Marinho, Nuno Cid Martins;scopus;True
105001275004;Detecting air pollution episodes and exploring their impacts using low-cost sensor data and simultaneous community symptom and odor reports;2025-04-01;2.0;Article;True;Caroline Frischmon, Jennifer Crosslin, Leah Burks, Barbara Weckesser, Michael Hannigan, Katharine Duderstadt;scopus;True
105007806566;Enhancing Public Awareness of Air Quality: Evaluating Communication Strategies and Design Prototypes Using a Design-Based Implementation Research Approach;2025-01-01;0.0;Conference Paper;False;Victoria Batz, Vanessa B. Liedtke, Petre Lameski, Vladimir Trajkovik, Steffi Hußlein, Christian Hansen, Michael A. Herzog;scopus;True
105003973618;Empowering Communities In Transformative Transport Decision-making: A Participatory Spatial Approach to Select Vulnerable Facilities for Citizen Sensing;2025-01-01;1.0;Article;True;Nadia Giuffrida, Michela Le Pira;scopus;True
85196863937;Validation of cheap axial passive sampler and procedure suitable for atmospheric NO2 community-based monitoring;2024-09-01;0.0;Article;True;Alma Moretta, Daniele Sofia, Maria Ricciardi, Vincenzo Venditto, Antonio Proto;scopus;True
85199590093;Exploring the Spatial Variability of Air Pollution Using Mobile BC Measurements in a Citizen Science Project: A Case Study in Mechelen;2024-07-01;2.0;Article;True;Martine Van Poppel, Jan Peters, Stijn Vranckx, Jo Van Laer, Jelle Hofman, Bram Vandeninden, Charlotte Vanpoucke, Wouter Lefebvre;scopus;True
85194859559;Evaluating ActuAir: Building Occupants' Experiences of a Shape-Changing Air Quality Display;2024-05-11;2.0;Conference Paper;True;Eleni Margariti, Vasilis Vlachokyriakos, Abigail C. Durrant, David Kirk;scopus;True
85214919883;Addressing Environmental Quality Inequities: The Role of Information and Collective Action;2024-01-01;1.0;Book Chapter;False;Sandra Aguilar-Gomez;scopus;True
85200496043;Scalable, Low-Cost, and Versatile System Design for Air Pollution and Traffic Density Monitoring and Analysis;2024-01-01;0.0;Book Chapter;True;Thinh Gia Tran, Dat T. Vo, Long C. Tran, Hoang V. Pham, Chuong D. Le, An D. Le, Duy A. Pham, Hien B. Vo;scopus;True
85206134259;The sphere of exposure: centering user experience in community science air monitoring;2024-01-01;1.0;Article;True;Marisa Westbrook, Valentina Serrano-Salomón, Jay Pecenka, Sumit Sankhyan, Aniya K. Hollo, Shelly L. Miller, Esther Sullivan;scopus;True
85178094584;Machine learning to support citizen science in urban environmental management;2023-12-01;2.0;Article;True;Emily J. Yang, Julian Fulton, Swabinash Swarnaraja, Cecile Carson;scopus;True
85173286812;A cross-sectional study of inequalities in digital air pollution information access and exposure reducing behavior uptake in the UK;2023-11-01;5.0;Article;True;Kayla Schulte, Ben Hudson;scopus;True
85166193000;Design and Implementation of a Crowdsensing-Based Air Quality Monitoring Open and FAIR Data Infrastructure;2023-07-01;6.0;Article;True;Paolo Diviacco, Massimiliano Iurcev, Rodrigo José Carbajales, Alberto Viola, Nikolas Potleca;scopus;True
85153102750;Western Balkan societies' awareness of air pollution. Estimations using natural language processing techniques;2023-07-01;7.0;Article;False;Angela Madjar, Ivana Gjorshoska, Jana Prodanova, Aleksandra Dedinec, Ljupco Kocarev;scopus;True
85128304603;Translating citizen-generated air quality data into evidence for shaping policy;2022-12-01;45.0;Review;True;Sachit Mahajan, Ming Kuang Chung, Jenny Martinez, Yris Olaya, Dirk Helbing, Ling Jyh Chen;scopus;True
85133906650;A process for creating data report-back tools to improve equity in environmental health;2022-12-01;7.0;Article;True;Kathryn S. Tomsho, Erin Polka, Stacey Chacker, David Queeley, Marty Alvarez, Madeleine K. Scammell, Karen M. Emmons, Rima E. Rudd, Gary Adamkiewicz;scopus;True
85136467402;Design and development of an open-source framework for citizen-centric environmental monitoring and data analysis;2022-12-01;29.0;Article;True;Sachit Mahajan;scopus;True
85128553843;How IoT-Driven Citizen Science Coupled with Data Satisficing Can Promote Deep Citizen Science;2022-05-01;2.0;Article;True;Stefan Poslad, Tayyaba Irum, Patricia Charlton, Rafia Mumtaz, Muhammad Azam, Hassan Zaidi, Christothea Herodotou, Guangxia Yu, Fesal Toosy;scopus;True
85135906329;Participatory Action for Citizens’ Engagement to Develop a Pro-environmental Research Application;2022-01-01;1.0;Conference Paper;True;Anna Jaskulska, Kinga Skorupska, Zuzanna Bubrowska, Kinga Kwiatkowska, Wiktor Stawski, Maciej Krzywicki, Monika Kornacka, Wiesław Kopeć;scopus;True
85119369944;Vayu: An open-source toolbox for visualization and analysis of crowd-sourced sensor data;2021-11-01;4.0;Article;True;Sachit Mahajan;scopus;True
85117423363;Citizens or consumers? Air quality sensor users and their involvement in sensor.community. results from qualitative case study;2021-10-01;10.0;Article;True;Michał Wróblewski, Joanna Suchomska, Katarzyna Tamborska;scopus;True
85109217612;Air quality mapping and visualisation: An affordable solution based on a vehicle-mounted sensor network;2021-09-15;26.0;Article;True;Pedro Santana, Alexandre Almeida, Pedro Mariano, Carolina Correia, Vânia Martins, Susana Marta Almeida;scopus;True
85114034832;A sustainable method for publishing interoperable open data on the web;2021-08-01;4.0;Article;True;Raf Buyle, Brecht Van de Vyvere, Julián Rojas Meléndez, Dwight Van Lancker, Eveline Vlassenroot, Mathias Van Compernolle, Stefan Lefever, Pieter Colpaert, Peter Mechant, Erik Mannens;scopus;True
85106569091;Geoair—A novel portable, GPS-enabled, low-cost air-pollution sensor: Design strategies to facilitate citizen science research and geospatial assessments of personal exposure;2021-06-01;27.0;Article;True;Yoo Min Park, Sinan Sousan, Dillon Streuber, Kai Zhao;scopus;True
