identifier;title;coverDate;citedCount;subtypeDescription;openaccessFlag;authors;origin;used;number
85168117828;The BeeMate: Air quality monitoring through crowdsourced audiovisual data;2023-01-01;3.0;Conference Paper;False;Nikolaos Vryzas, Marina Eirini Stamatiadou, Lazaros Vrysis, Charalampos Dimoulas;ieee;1.0;36
85203668000;Citizens Sensing Emissions - First Results of a Citizen Science Project;2024-01-01;0.0;Conference Paper;False;Max Czymai, Kim Eschenbach, Robin Hoske, Melanie Jaeger-Erben, Manfred Kraft, Max Marwede;ieee;1.0;37
85178325420;SOCIO-BEE: A Next-Generation Citizen Science Platform for Citizens' Engagement to Air Pollution Measuring;2023-01-01;3.0;Conference Paper;False;Dimitrios Karanassos, Charalampos Kyfonidis, Georgios Angelis, Alexandros Emvoliadis, Traianos Ioannis Theodorou, Alexandros Zamichos, Anastasios Drosou, Dimitrios Tzovaras;ieee;1.0;38
85216087596;CEDAR: An Augmented Reality Mobile Application Using a Participatory Design Framework for Citizen Science Data Sensing;2024-01-01;0.0;Conference Paper;False;Mengci Liu, Peter Hall, Stella Doukianou, Anna Troisi;ieee;1.0;39
105016462142;Boosting behavioral change and citizens engagement in cities through technology: The DivAirCity project approach;2025-01-01;0.0;Conference Paper;False;Achilleas I. Sfetkos, Ioanna D. Pasiopoulou, Grigoris K. Papagiannis;ieee;1.0;40
85205993088;Citizens4Climate - A dashboard to support citizen science activities for climate action;2024-01-01;2.0;Conference Paper;False;Sasa Vranic, Antonella Galizia, Antonio Parodi, Ulrike Falk, Paolo Mazzetti, Milan Kalas, Joy Ommer;ieee;1.0;41
85139930068;Citizen science monitoring of air pollution: Challenges and experiences from the six iSCAPE living labs;2020-01-01;5.0;Book Chapter;False;Francesco Pilla, Katinka Schaaf, Lee Markham;science_direct;True;42
85142088540;The role of IoT in smart cities: Challenges of air quality mass sensor technology for sustainable solutions;2020-01-01;4.0;Book Chapter;False;Alok Pradhan, Bhuvan Unhelkar;science_direct;True;43
85115072004;Review of urban computing in air quality management as smart city service: An integrated IoT, AI, and cloud technology perspective;2021-09-01;168.0;Review;False;Akshara Kaginalkar, Shamita Kumar, Prashant Gargava, Dev Niyogi;science_direct;True;44
85218877006;Empowering communities: Advancements in air quality monitoring and citizen engagement;2025-03-01;5.0;Article;True;Hélder Relvas, Diogo Lopes, Jan Mateu Armengol;science_direct;True;45
85206475423;Pinpointing sources of pollution using citizen science and hyperlocal low-cost mobile source apportionment;2024-11-01;7.0;Article;True;Dimitrios Bousiotis, Seny Damayanti, Arunik Baruah, Alessandro Bigi, David C.S. Beddows, Roy M. Harrison, Francis D. Pope;science_direct;True;46
85207774542;Data fusion for enhancing urban air quality modeling using large-scale citizen science data;2024-12-01;5.0;Article;True;Anna C. O'Regan, Henrik Grythe, Stig Hellebust, Susana Lopez-Aparicio, Colin O'Dowd, Paul D. Hamer, Gabriela Sousa Santos, Marguerite M. Nyhan;science_direct;True;47
85182377800;Improving air pollution awareness of the general public through citizen science approach;2024-06-01;26.0;Article;True;K. V. Abhijith, Prashant Kumar, Hamid Omidvarborna, Ana Paula Mendes Emygdio, Ben McCallan, David Carpenter-Lomax;science_direct;True;48
85107114207;Large-scale citizen science provides high-resolution nitrogen dioxide values and health impact while enhancing community knowledge and collective action;2021-10-01;27.0;Article;True;Josep Perelló, Anna Cigarini, Julián Vicens, Isabelle Bonhoure, David Rojas-Rueda, Mark J. Nieuwenhuijsen, Marta Cirach, Carolyn Daher, Jaume Targa, Anna Ripoll;science_direct;True;49
85213328119;An approach for air quality monitor in the university workspaces;2024-01-01;0.0;Conference Paper;True;Anca Diana Bibiri, Liviu Andrei Scutelnicu;science_direct;True;50
85076286169;Crowd-sourced allergic rhinitis symptom data: The influence of environmental and demographic factors;2020-02-25;24.0;Article;False;Jeremy D. Silver, Kymble Spriggs, Simon Haberle, Constance H. Katelaris, Edward J. Newbigin, Edwin R. Lampugnani;science_direct;True;51
